Date,Open,High,Low,Close,Adj Close,Inflation
1934-09-01,9.060000,9.210000,8.450000,9.080000,9.080000,3.03
1934-10-01,8.830000,9.190000,8.760000,8.810000,8.810000,2.27
1934-11-01,8.770000,9.540000,8.770000,9.540000,9.540000,2.27
1934-12-01,9.410000,9.560000,9.020000,9.500000,9.500000,1.52
1935-01-01,9.510000,9.580000,8.960000,9.100000,9.100000,3.03
1935-02-01,9.050000,9.340000,8.740000,8.740000,8.740000,3.01
1935-03-01,8.790000,8.790000,8.060000,8.450000,8.450000,3.01
1935-04-01,8.540000,9.440000,8.220000,9.280000,9.280000,3.76
1935-05-01,9.230000,10.070000,9.150000,9.580000,9.580000,3.76
1935-06-01,9.670000,10.470000,9.670000,10.240000,10.240000,2.24
1935-07-01,10.280000,11.080000,10.280000,11.080000,11.080000,2.24
1935-08-01,11.040000,11.670000,10.620000,11.240000,11.240000,2.24
1935-09-01,11.210000,11.920000,11.210000,11.590000,11.590000,0.74
1935-10-01,11.480000,12.460000,11.100000,12.460000,12.460000,1.48
1935-11-01,12.610000,13.460000,12.610000,12.940000,12.940000,2.22
1935-12-01,12.750000,13.430000,12.750000,13.430000,13.430000,2.99
1936-01-01,13.400000,14.310000,13.400000,14.310000,14.310000,1.47
1936-02-01,14.440000,14.870000,14.320000,14.600000,14.600000,0.73
1936-03-01,14.770000,15.100000,14.240000,14.920000,14.920000,0.00
1936-04-01,15.190000,15.510000,13.530000,13.770000,13.770000,-0.72
1936-05-01,13.870000,14.450000,13.820000,14.400000,14.400000,-0.72
1936-06-01,14.390000,15.160000,14.120000,14.840000,14.840000,0.73
1936-07-01,14.900000,16.150000,14.810000,15.850000,15.850000,1.46
1936-08-01,15.910000,16.200001,15.320000,15.990000,15.990000,2.19
1936-09-01,15.950000,16.290001,15.000000,16.010000,16.010000,2.19
1936-10-01,16.040001,17.230000,16.040001,17.230000,17.230000,2.19
1936-11-01,17.170000,17.690001,16.889999,17.280001,17.280001,1.45
1936-12-01,17.139999,17.320000,16.650000,17.180000,17.180000,1.45
1937-01-01,16.930000,17.959999,16.930000,17.770000,17.770000,2.17
1937-02-01,17.879999,18.370001,17.860001,18.059999,18.059999,2.17
1937-03-01,18.090000,18.670000,17.219999,17.920000,17.920000,3.65
1937-04-01,17.709999,17.709999,15.990000,16.430000,16.430000,4.38
1937-05-01,16.469999,16.730000,15.620000,16.260000,16.260000,5.11
1937-06-01,15.960000,16.280001,15.120000,15.400000,15.400000,4.35
1937-07-01,15.470000,17.059999,15.470000,16.770000,16.770000,4.32
1937-08-01,17.070000,17.270000,15.880000,16.040001,16.040001,3.57
1937-09-01,15.610000,15.610000,13.200000,13.760000,13.760000,4.29
1937-10-01,13.720000,13.720000,10.760000,12.350000,12.350000,4.29
1937-11-01,12.080000,12.080000,10.170000,11.110000,11.110000,3.57
1937-12-01,10.970000,11.420000,10.310000,10.550000,10.550000,2.86
1938-01-01,10.520000,11.950000,10.520000,10.690000,10.690000,0.71
1938-02-01,10.890000,11.680000,10.340000,11.340000,11.340000,0.00
1938-03-01,11.460000,11.460000,8.500000,8.500000,8.500000,-0.70
1938-04-01,8.910000,10.450000,8.910000,9.780000,9.780000,-0.70
1938-05-01,9.590000,10.630000,9.270000,9.270000,9.270000,-2.08
1938-06-01,9.570000,11.720000,9.420000,11.560000,11.560000,-2.08
1938-07-01,11.910000,12.800000,11.730000,12.330000,12.330000,-2.76
1938-08-01,12.250000,12.730000,11.850000,12.060000,12.060000,-2.76
1938-09-01,11.920000,12.410000,10.990000,12.240000,12.240000,-3.42
1938-10-01,12.520000,13.910000,12.480000,13.170000,13.170000,-4.11
1938-11-01,13.100000,13.790000,12.370000,12.730000,12.730000,-3.45
1938-12-01,12.610000,13.140000,12.320000,13.140000,13.140000,-2.78
1939-01-01,13.080000,13.230000,11.530000,12.300000,12.300000,-1.41
1939-02-01,12.120000,12.700000,12.120000,12.700000,12.700000,-1.42
1939-03-01,12.700000,13.100000,10.980000,10.980000,10.980000,-1.42
1939-04-01,11.260000,11.260000,10.420000,10.930000,10.930000,-2.82
1939-05-01,10.860000,11.650000,10.860000,11.600000,11.600000,-2.13
1939-06-01,11.420000,11.800000,10.790000,10.860000,10.860000,-2.13
1939-07-01,11.000000,12.180000,11.000000,12.040000,12.040000,-2.13
1939-08-01,12.040000,12.160000,10.860000,11.180000,11.180000,-2.13
1939-09-01,11.300000,13.170000,11.300000,12.790000,12.790000,0.00
1939-10-01,12.880000,13.210000,12.730000,12.830000,12.830000,0.00
1939-11-01,12.820000,12.950000,12.200000,12.200000,12.200000,0.00
1939-12-01,12.290000,12.460000,12.190000,12.460000,12.460000,0.00
1940-01-01,12.630000,12.770000,12.050000,12.050000,12.050000,-0.71
1940-02-01,12.050000,12.370000,12.040000,12.130000,12.130000,0.72
1940-03-01,12.060000,12.270000,12.000000,12.180000,12.180000,0.72
1940-04-01,12.210000,12.590000,12.040000,12.190000,12.190000,1.45
1940-05-01,12.030000,12.120000,9.140000,9.270000,9.270000,1.45
1940-06-01,9.110000,10.100000,8.990000,9.980000,9.980000,2.17
1940-07-01,9.870000,10.330000,9.850000,10.290000,10.290000,1.45
1940-08-01,10.260000,10.500000,9.840000,10.500000,10.500000,1.45
1940-09-01,10.560000,10.930000,10.300000,10.660000,10.660000,-0.71
1940-10-01,10.810000,11.080000,10.470000,11.080000,11.080000,0.00
1940-11-01,11.080000,11.390000,10.560000,10.570000,10.570000,0.00
1940-12-01,10.620000,10.690000,10.380000,10.580000,10.580000,0.71
1941-01-01,10.480000,10.860000,10.040000,10.070000,10.070000,1.44
1941-02-01,9.960000,10.190000,9.530000,9.920000,9.920000,0.71
1941-03-01,9.770000,10.100000,9.760000,9.960000,9.960000,1.43
1941-04-01,9.970000,10.160000,9.310000,9.310000,9.310000,2.14
1941-05-01,9.300000,9.560000,9.300000,9.380000,9.380000,2.86
1941-06-01,9.360000,9.950000,9.360000,9.850000,9.850000,4.26
1941-07-01,9.820000,10.470000,9.820000,10.390000,10.390000,5.00
1941-08-01,10.340000,10.360000,10.030000,10.280000,10.280000,6.43
1941-09-01,10.340000,10.470000,10.090000,10.200000,10.200000,7.86
1941-10-01,10.170000,10.170000,9.500000,9.500000,9.500000,9.29
1941-11-01,9.590000,9.660000,9.120000,9.120000,9.120000,10.00
1941-12-01,9.070000,9.380000,8.370000,8.690000,8.690000,9.93
1942-01-01,8.890000,9.090000,8.810000,8.850000,8.850000,11.35
1942-02-01,8.840000,8.970000,8.460000,8.590000,8.590000,12.06
1942-03-01,8.470000,8.600000,7.980000,8.010000,8.010000,12.68
1942-04-01,8.050000,8.200000,7.470000,7.660000,7.660000,12.59
1942-05-01,7.710000,8.180000,7.710000,8.150000,8.150000,13.19
1942-06-01,8.190000,8.530000,8.180000,8.300000,8.300000,10.88
1942-07-01,8.230000,8.830000,8.230000,8.560000,8.560000,11.56
1942-08-01,8.570000,8.730000,8.460000,8.620000,8.620000,10.74
1942-09-01,8.620000,8.900000,8.540000,8.850000,8.850000,9.27
1942-10-01,8.920000,9.480000,8.920000,9.360000,9.360000,9.15
1942-11-01,9.480000,9.690000,9.290000,9.290000,9.290000,9.09
1942-12-01,9.280000,9.770000,9.280000,9.770000,9.770000,9.03
1943-01-01,9.920000,10.440000,9.890000,10.440000,10.440000,7.64
1943-02-01,10.520000,10.970000,10.430000,10.970000,10.970000,6.96
1943-03-01,10.920000,11.590000,10.840000,11.580000,11.580000,7.50
1943-04-01,11.590000,11.760000,11.140000,11.590000,11.590000,8.07
1943-05-01,11.820000,12.050000,11.700000,12.050000,12.050000,7.36
1943-06-01,12.180000,12.350000,11.880000,12.350000,12.350000,7.36
1943-07-01,12.360000,12.640000,11.850000,11.850000,11.850000,6.10
1943-08-01,11.470000,11.920000,11.470000,11.800000,11.800000,4.85
1943-09-01,11.840000,12.240000,11.780000,12.080000,12.080000,5.45
1943-10-01,12.090000,12.090000,11.670000,11.910000,11.910000,4.19
1943-11-01,11.920000,11.920000,10.990000,11.020000,11.020000,3.57
1943-12-01,11.130000,11.690000,11.130000,11.670000,11.670000,2.96
1944-01-01,11.660000,11.940000,11.660000,11.850000,11.850000,2.96
1944-02-01,11.830000,11.890000,11.560000,11.820000,11.820000,2.96
1944-03-01,11.870000,12.310000,11.870000,12.020000,12.020000,1.16
1944-04-01,11.960000,12.060000,11.670000,11.870000,11.870000,0.57
1944-05-01,11.960000,12.350000,11.950000,12.350000,12.350000,0.00
1944-06-01,12.310000,13.020000,12.230000,12.980000,12.980000,0.57
1944-07-01,13.110000,13.270000,12.700000,12.710000,12.710000,1.72
1944-08-01,12.780000,13.040000,12.610000,12.820000,12.820000,2.31
1944-09-01,12.860000,12.860000,12.350000,12.740000,12.740000,1.72
1944-10-01,12.800000,13.070000,12.730000,12.780000,12.780000,1.72
1944-11-01,12.830000,12.980000,12.670000,12.830000,12.830000,1.72
1944-12-01,12.800000,13.280000,12.800000,13.280000,13.280000,2.30
1945-01-01,13.330000,13.690000,13.210000,13.470000,13.470000,2.30
1945-02-01,13.500000,14.300000,13.500000,14.300000,14.300000,2.30
1945-03-01,14.320000,14.380000,13.390000,13.610000,13.610000,2.30
1945-04-01,13.770000,14.840000,13.670000,14.840000,14.840000,1.71
1945-05-01,14.790000,15.110000,14.620000,15.010000,15.010000,2.29
1945-06-01,15.030000,15.370000,14.870000,14.870000,14.870000,2.84
1945-07-01,15.030000,15.100000,14.380000,14.660000,14.660000,2.26
1945-08-01,14.680000,15.510000,14.400000,15.510000,15.510000,2.26
1945-09-01,15.510000,16.049999,15.510000,16.049999,16.049999,2.26
1945-10-01,16.330000,16.719999,16.299999,16.650000,16.650000,2.26
1945-11-01,16.870001,17.270000,16.850000,17.190001,17.190001,2.26
1945-12-01,17.440001,17.680000,16.940001,17.360001,17.360001,2.25
1946-01-01,17.250000,18.670000,17.230000,18.570000,18.570000,2.25
1946-02-01,18.639999,18.700001,16.809999,17.280001,17.280001,1.69
1946-03-01,17.209999,18.070000,17.090000,18.040001,18.040001,2.81
1946-04-01,18.059999,18.900000,18.059999,18.760000,18.760000,3.37
1946-05-01,18.709999,19.250000,18.260000,19.180000,19.180000,3.35
1946-06-01,19.049999,19.049999,18.030001,18.430000,18.430000,3.31
1946-07-01,18.540001,18.540001,17.389999,17.959999,17.959999,9.39
1946-08-01,18.010000,18.230000,16.650000,16.650000,16.650000,11.60
1946-09-01,15.000000,15.990000,14.330000,14.960000,14.960000,12.71
1946-10-01,14.920000,15.300000,14.120000,14.840000,14.840000,14.92
1946-11-01,15.070000,15.330000,14.130000,14.680000,14.680000,17.68
1946-12-01,14.440000,15.500000,14.440000,15.300000,15.300000,18.13
1947-01-01,15.200000,15.660000,14.770000,15.660000,15.660000,18.13
1947-02-01,15.800000,16.139999,15.300000,15.430000,15.430000,18.78
1947-03-01,15.410000,15.650000,14.780000,15.170000,15.170000,19.67
1947-04-01,15.230000,15.230000,14.090000,14.580000,14.580000,19.02
1947-05-01,14.690000,14.850000,13.770000,14.450000,14.450000,18.38
1947-06-01,14.300000,15.240000,14.300000,15.210000,15.210000,17.65
1947-07-01,15.460000,16.120001,15.440000,15.760000,15.760000,12.12
1947-08-01,15.800000,15.800000,15.220000,15.320000,15.320000,11.39
1947-09-01,15.370000,15.370000,14.850000,15.110000,15.110000,12.75
1947-10-01,15.160000,15.790000,15.160000,15.430000,15.430000,10.58
1947-11-01,15.460000,15.460000,14.980000,14.980000,14.980000,8.45
1947-12-01,15.070000,15.300000,14.630000,15.300000,15.300000,8.84
1948-01-01,15.340000,15.340000,14.320000,14.680000,14.680000,10.23
1948-02-01,14.710000,14.710000,13.850000,13.930000,13.930000,9.30
1948-03-01,14.070000,15.080000,13.840000,15.080000,15.080000,6.85
1948-04-01,15.120000,15.780000,15.120000,15.480000,15.480000,8.68
1948-05-01,15.600000,16.690001,15.500000,16.690001,16.690001,9.13
1948-06-01,16.740000,17.059999,16.540001,16.740000,16.740000,9.55
1948-07-01,16.700001,16.920000,15.720000,15.850000,15.850000,9.91
1948-08-01,15.850000,16.150000,15.670000,15.970000,15.970000,8.89
1948-09-01,16.160000,16.350000,15.190000,15.490000,15.490000,6.52
1948-10-01,15.670000,16.610001,15.670000,16.500000,16.500000,6.09
1948-11-01,16.700001,16.700001,14.750000,14.750000,14.750000,4.76
1948-12-01,15.010000,15.330000,15.000000,15.200000,15.200000,2.99
1949-01-01,14.950000,15.610000,14.950000,15.220000,15.220000,1.27
1949-02-01,15.340000,15.350000,14.380000,14.620000,14.620000,1.28
1949-03-01,14.710000,15.220000,14.650000,15.060000,15.060000,1.71
1949-04-01,14.940000,15.070000,14.680000,14.710000,14.710000,0.42
1949-05-01,14.780000,15.020000,14.190000,14.190000,14.190000,-0.42
1949-06-01,14.140000,14.160000,13.550000,14.160000,14.160000,-0.83
1949-07-01,14.260000,15.060000,14.260000,15.040000,15.040000,-2.87
1949-08-01,15.120000,15.510000,15.120000,15.220000,15.220000,-2.86
1949-09-01,15.310000,15.740000,15.190000,15.580000,15.580000,-2.45
1949-10-01,15.600000,16.150000,15.600000,16.040001,16.040001,-2.87
1949-11-01,16.200001,16.330000,15.750000,16.059999,16.059999,-1.65
1949-12-01,16.150000,16.790001,16.150000,16.790001,16.790001,-2.07
1950-01-01,16.660000,17.090000,16.650000,17.049999,17.049999,-2.08
1950-02-01,17.049999,17.350000,16.990000,17.219999,17.219999,-1.26
1950-03-01,17.240000,17.610001,17.070000,17.290001,17.290001,-0.84
1950-04-01,17.340000,18.070000,17.340000,18.070000,18.070000,-1.26
1950-05-01,18.219999,18.780001,18.110001,18.780001,18.780001,-0.42
1950-06-01,18.770000,19.400000,17.440001,17.690001,17.690001,-0.42
1950-07-01,17.639999,17.910000,16.680000,17.840000,17.840000,1.69
1950-08-01,18.020000,18.820000,17.950001,18.420000,18.420000,2.10
1950-09-01,18.549999,19.450001,18.540001,19.450001,19.450001,2.09
1950-10-01,19.690001,20.160000,19.530001,19.530001,19.530001,3.80
1950-11-01,19.559999,20.320000,19.360001,19.510000,19.510000,3.78
1950-12-01,19.660000,20.430000,19.000000,20.410000,20.410000,5.93
1951-01-01,20.770000,21.740000,20.690001,21.660000,21.660000,8.09
1951-02-01,21.770000,22.209999,21.760000,21.799999,21.799999,9.36
1951-03-01,21.850000,21.950001,21.250000,21.400000,21.400000,9.32
1951-04-01,21.320000,22.430000,21.260000,22.430000,22.430000,9.32
1951-05-01,22.530001,22.809999,21.030001,21.520000,21.520000,9.28
1951-06-01,21.480000,22.049999,20.959999,20.959999,20.959999,8.82
1951-07-01,21.100000,22.629999,21.100000,22.400000,22.400000,7.47
1951-08-01,22.510000,23.280001,22.510000,23.280001,23.280001,6.58
1951-09-01,23.280001,23.709999,23.260000,23.260000,23.260000,6.97
1951-10-01,23.469999,23.850000,22.450001,22.940001,22.940001,6.50
1951-11-01,23.100000,23.100000,22.299999,22.879999,22.879999,6.88
1951-12-01,22.940001,23.770000,22.940001,23.770000,23.770000,6.00
1952-01-01,23.799999,24.660000,23.740000,24.139999,24.139999,4.33
1952-02-01,24.299999,24.410000,23.090000,23.260000,23.260000,2.33
1952-03-01,23.280001,24.370001,23.280001,24.370001,24.370001,1.94
1952-04-01,24.180000,24.180000,23.320000,23.320000,23.320000,2.33
1952-05-01,23.170000,23.940001,23.170000,23.860001,23.860001,1.93
1952-06-01,23.799999,24.959999,23.780001,24.959999,24.959999,2.32
1952-07-01,25.120001,25.400000,24.809999,25.400000,25.400000,3.09
1952-08-01,25.450001,25.549999,24.830000,25.030001,25.030001,3.09
1952-09-01,25.150000,25.250000,24.450001,24.540001,24.540001,2.30
1952-10-01,24.480000,24.580000,23.799999,24.520000,24.520000,1.91
1952-11-01,24.600000,25.660000,24.600000,25.660000,25.660000,1.14
1952-12-01,25.680000,26.590000,25.610001,26.570000,26.570000,0.75
1953-01-01,26.540001,26.660000,25.860001,26.379999,26.379999,0.38
1953-02-01,26.510000,26.540001,25.480000,25.900000,25.900000,0.76
1953-03-01,25.930000,26.330000,25.290001,25.290001,25.290001,1.14
1953-04-01,25.250000,25.250000,24.190001,24.620001,24.620001,0.76
1953-05-01,24.730000,25.059999,24.459999,24.540001,24.540001,1.14
1953-06-01,24.150000,24.219999,23.540001,24.139999,24.139999,1.13
1953-07-01,24.240000,24.750000,24.070000,24.750000,24.750000,0.37
1953-08-01,24.840000,24.840000,23.320000,23.320000,23.320000,0.75
1953-09-01,23.420000,23.650000,22.709999,23.350000,23.350000,0.75
1953-10-01,23.490000,24.580000,23.389999,24.540001,24.540001,1.12
1953-11-01,24.660000,24.760000,24.250000,24.760000,24.760000,0.75
1953-12-01,24.780001,24.990000,24.549999,24.809999,24.809999,0.75
1954-01-01,24.950001,26.090000,24.799999,26.080000,26.080000,1.13
1954-02-01,25.990000,26.299999,25.809999,26.150000,26.150000,1.51
1954-03-01,26.250000,26.940001,26.250000,26.940001,26.940001,1.13
1954-04-01,27.170000,28.260000,27.010000,28.260000,28.260000,0.75
1954-05-01,28.209999,29.190001,28.209999,29.190001,29.190001,0.75
1954-06-01,29.190001,29.430000,28.150000,29.209999,29.209999,0.37
1954-07-01,29.209999,30.879999,29.209999,30.879999,30.879999,0.37
1954-08-01,30.990000,31.209999,29.830000,29.830000,29.830000,0.00
1954-09-01,30.040001,32.689999,30.040001,32.310001,32.310001,-0.37
1954-10-01,32.290001,32.759998,31.680000,31.680000,31.680000,-0.74
1954-11-01,31.790001,34.549999,31.790001,34.240002,34.240002,-0.37
1954-12-01,33.990002,35.980000,33.990002,35.980000,35.980000,-0.74
1955-01-01,36.750000,36.750000,34.580002,36.630001,36.630001,-0.74
1955-02-01,36.720001,37.150002,36.439999,36.759998,36.759998,-0.74
1955-03-01,36.830002,37.520000,34.959999,36.580002,36.580002,-0.74
1955-04-01,36.950001,38.320000,36.830002,37.959999,37.959999,-0.37
1955-05-01,38.040001,38.040001,36.970001,37.910000,37.910000,-0.74
1955-06-01,37.959999,41.029999,37.959999,41.029999,41.029999,-0.74
1955-07-01,41.189999,43.759998,41.189999,43.520000,43.520000,-0.37
1955-08-01,42.930000,43.180000,41.740002,43.180000,43.180000,-0.37
1955-09-01,43.369999,45.630001,42.610001,43.669998,43.669998,0.37
1955-10-01,42.490002,42.990002,40.799999,42.340000,42.340000,0.37
1955-11-01,42.279999,46.410000,42.279999,45.509998,45.509998,0.37
1955-12-01,45.349998,45.889999,44.950001,45.480000,45.480000,0.37
1956-01-01,45.160000,45.160000,43.110001,43.820000,43.820000,0.37
1956-02-01,44.029999,45.430000,43.419998,45.340000,45.340000,0.37
1956-03-01,45.540001,48.869999,45.540001,48.480000,48.480000,0.37
1956-04-01,48.700001,48.849998,47.090000,48.380001,48.380001,0.75
1956-05-01,48.160000,48.509998,44.099998,45.200001,45.200001,1.12
1956-06-01,45.580002,47.130001,45.139999,46.970001,46.970001,1.87
1956-07-01,46.930000,49.480000,46.930000,49.389999,49.389999,2.24
1956-08-01,49.619999,49.639999,46.939999,47.509998,47.509998,1.87
1956-09-01,47.889999,48.099998,45.349998,45.349998,45.349998,1.86
1956-10-01,44.700001,47.000000,44.700001,45.580002,45.580002,2.23
1956-11-01,46.520000,47.599998,44.380001,45.080002,45.080002,2.23
1956-12-01,45.980000,47.040001,45.840000,46.669998,46.669998,2.99
1957-01-01,46.200001,46.660000,44.400002,44.720001,44.720001,2.99
1957-02-01,44.619999,44.619999,42.389999,43.259998,43.259998,3.36
1957-03-01,43.740002,44.230000,43.740002,44.110001,44.110001,3.73
1957-04-01,44.139999,45.740002,44.139999,45.740002,45.740002,3.72
1957-05-01,46.020000,47.430000,46.020000,47.430000,47.430000,3.70
1957-06-01,47.369999,48.240002,46.779999,47.369999,47.369999,3.31
1957-07-01,47.430000,49.130001,47.430000,47.910000,47.910000,3.28
1957-08-01,47.790001,47.790001,43.889999,45.220001,45.220001,3.66
1957-09-01,45.439999,45.439999,42.419998,42.419998,42.419998,3.28
1957-10-01,42.759998,43.139999,38.980000,41.060001,41.060001,2.91
1957-11-01,40.439999,41.720001,39.439999,41.720001,41.720001,3.27
1957-12-01,41.360001,41.540001,39.380001,39.990002,39.990002,2.90
1958-01-01,40.330002,41.880001,40.330002,41.700001,41.700001,3.62
1958-02-01,42.040001,42.459999,40.610001,40.840000,40.840000,3.25
1958-03-01,41.130001,42.580002,41.130001,42.099998,42.099998,3.60
1958-04-01,41.930000,43.439999,41.330002,43.439999,43.439999,3.58
1958-05-01,43.540001,44.090000,43.119999,44.090000,44.090000,3.21
1958-06-01,44.310001,45.340000,44.310001,45.240002,45.240002,2.85
1958-07-01,45.279999,47.189999,45.110001,47.189999,47.189999,2.47
1958-08-01,47.490002,48.160000,47.220001,47.750000,47.750000,2.12
1958-09-01,48.000000,50.060001,47.970001,50.060001,50.060001,2.12
1958-10-01,49.980000,51.619999,49.980000,51.330002,51.330002,2.12
1958-11-01,51.560001,53.240002,51.020000,52.480000,52.480000,2.11
1958-12-01,52.689999,55.209999,52.459999,55.209999,55.209999,1.76
1959-01-01,55.439999,56.040001,54.889999,55.450001,55.450001,1.40
1959-02-01,55.209999,55.520000,53.580002,55.410000,55.410000,1.05
1959-03-01,55.730000,56.669998,55.439999,55.439999,55.439999,0.35
1959-04-01,55.689999,58.169998,55.689999,57.590000,57.590000,0.35
1959-05-01,57.650002,58.680000,56.880001,58.680000,58.680000,0.35
1959-06-01,58.630001,58.630001,56.360001,58.470001,58.470001,0.69
1959-07-01,58.970001,60.619999,58.910000,60.509998,60.509998,0.69
1959-08-01,60.709999,60.709999,58.270000,59.599998,59.599998,1.04
1959-09-01,58.869999,58.919998,55.139999,56.880001,56.880001,1.38
1959-10-01,56.939999,57.520000,56.000000,57.520000,57.520000,1.73
1959-11-01,57.410000,58.279999,56.220001,58.279999,58.279999,1.38
1959-12-01,58.700001,59.889999,58.599998,59.889999,59.889999,1.73
1960-01-01,59.910000,60.389999,55.610001,55.610001,55.610001,1.03
1960-02-01,55.959999,56.820000,54.730000,56.119999,56.119999,1.73
1960-03-01,56.009998,56.009998,53.470001,55.340000,55.340000,1.73
1960-04-01,55.430000,56.590000,54.369999,54.369999,54.369999,1.72
1960-05-01,54.130001,55.830002,54.130001,55.830002,55.830002,1.72
1960-06-01,55.889999,58.000000,55.889999,56.919998,56.919998,1.72
1960-07-01,57.060001,57.380001,54.169998,55.509998,55.509998,1.37
1960-08-01,55.529999,58.070000,54.720001,56.959999,56.959999,1.37
1960-09-01,57.090000,57.090000,52.480000,53.520000,53.520000,1.02
1960-10-01,53.360001,54.860001,52.200001,53.389999,53.389999,1.36
1960-11-01,53.939999,56.430000,53.939999,55.540001,55.540001,1.36
1960-12-01,55.299999,58.110001,55.299999,58.110001,58.110001,1.36
1961-01-01,57.570000,61.970001,57.570000,61.779999,61.779999,1.71
1961-02-01,61.900002,63.439999,61.139999,63.439999,63.439999,1.36
1961-03-01,63.430000,65.059998,63.380001,65.059998,65.059998,1.36
1961-04-01,65.599998,68.680000,64.400002,65.309998,65.309998,1.02
1961-05-01,65.169998,67.389999,65.169998,66.559998,66.559998,1.02
1961-06-01,66.559998,67.080002,64.470001,64.639999,64.639999,0.68
1961-07-01,65.209999,66.760002,64.410004,66.760002,66.760002,1.35
1961-08-01,67.370003,68.440002,66.940002,68.070000,68.070000,1.01
1961-09-01,68.190002,68.459999,65.769997,66.730003,66.730003,1.35
1961-10-01,66.769997,68.620003,66.730003,68.620003,68.620003,0.67
1961-11-01,68.730003,71.849998,68.730003,71.320000,71.320000,0.67
1961-12-01,71.779999,72.639999,70.860001,71.550003,71.550003,0.67
1962-01-01,71.550003,71.959999,67.550003,68.839996,68.839996,0.67
1962-02-01,68.839996,71.129997,68.559998,69.959999,69.959999,1.01
1962-03-01,69.959999,71.440002,69.160004,69.550003,69.550003,1.01
1962-04-01,69.550003,69.820000,64.949997,65.239998,65.239998,1.34
1962-05-01,65.239998,66.930000,53.130001,59.630001,59.630001,1.34
1962-06-01,59.630001,59.959999,51.349998,54.750000,54.750000,1.34
1962-07-01,54.750000,58.669998,54.470001,58.230000,58.230000,1.00
1962-08-01,58.230000,60.330002,56.759998,59.119999,59.119999,1.34
1962-09-01,59.119999,59.540001,55.529999,56.270000,56.270000,1.33
1962-10-01,56.270000,57.830002,52.549999,56.520000,56.520000,1.33
1962-11-01,56.520000,62.779999,55.900002,62.259998,62.259998,1.33
1962-12-01,62.259998,63.500000,61.279999,63.099998,63.099998,1.33
1963-01-01,63.099998,66.589996,62.320000,66.199997,66.199997,1.33
1963-02-01,66.309998,66.959999,64.080002,64.290001,64.290001,1.00
1963-03-01,64.290001,67.010002,63.799999,66.570000,66.570000,1.33
1963-04-01,66.570000,70.180000,66.230003,69.800003,69.800003,0.99
1963-05-01,69.800003,71.139999,69.029999,70.800003,70.800003,0.99
1963-06-01,70.800003,71.239998,68.779999,69.370003,69.370003,1.32
1963-07-01,69.370003,70.480003,67.540001,69.129997,69.129997,1.32
1963-08-01,69.129997,72.709999,68.639999,72.500000,72.500000,1.32
1963-09-01,72.500000,73.870003,71.279999,71.699997,71.699997,0.99
1963-10-01,71.699997,75.180000,71.570000,74.010002,74.010002,1.32
1963-11-01,74.010002,74.440002,69.480003,73.230003,73.230003,1.32
1963-12-01,73.230003,75.360001,73.019997,75.019997,75.019997,1.64
1964-01-01,75.019997,77.779999,74.820000,77.040001,77.040001,1.64
1964-02-01,77.040001,78.309998,76.360001,77.800003,77.800003,1.64
1964-03-01,77.800003,79.889999,77.500000,78.980003,78.980003,1.31
1964-04-01,78.980003,81.199997,78.669998,79.459999,79.459999,1.31
1964-05-01,79.459999,81.809998,79.459999,80.370003,80.370003,1.31
1964-06-01,80.370003,82.099998,78.150002,81.690002,81.690002,1.31
1964-07-01,81.690002,84.330002,81.459999,83.180000,83.180000,1.30
1964-08-01,83.180000,83.489998,80.800003,81.830002,81.830002,0.98
1964-09-01,81.830002,84.800003,81.570000,84.180000,84.180000,1.30
1964-10-01,84.180000,85.699997,83.650002,84.860001,84.860001,0.97
1964-11-01,84.860001,86.800003,84.099998,84.419998,84.419998,1.30
1964-12-01,84.419998,85.180000,82.650002,84.750000,84.750000,0.97
1965-01-01,84.750000,88.190002,83.769997,87.559998,87.559998,0.97
1965-02-01,87.559998,88.059998,85.250000,87.430000,87.430000,0.97
1965-03-01,87.430000,87.930000,85.650002,86.160004,86.160004,1.29
1965-04-01,86.160004,89.639999,85.870003,89.110001,89.110001,1.62
1965-05-01,89.110001,90.680000,87.239998,88.419998,88.419998,1.62
1965-06-01,88.419998,88.800003,80.730003,84.120003,84.120003,1.94
1965-07-01,84.120003,86.470001,83.300003,85.250000,85.250000,1.61
1965-08-01,85.250000,87.790001,84.800003,87.169998,87.169998,1.94
1965-09-01,87.169998,91.129997,86.690002,89.959999,89.959999,1.61
1965-10-01,89.959999,93.190002,89.300003,92.419998,92.419998,1.93
1965-11-01,92.419998,93.300003,90.809998,91.610001,91.610001,1.60
1965-12-01,91.610001,93.070000,89.199997,92.430000,92.430000,1.92
1966-01-01,92.430000,94.639999,91.629997,92.879997,92.879997,1.92
1966-02-01,92.879997,94.720001,90.430000,91.220001,91.220001,2.56
1966-03-01,91.220001,91.650002,86.690002,89.230003,89.230003,2.56
1966-04-01,89.230003,93.019997,88.959999,91.059998,91.059998,2.87
1966-05-01,91.059998,91.750000,83.180000,86.129997,86.129997,2.87
1966-06-01,86.129997,87.739998,83.750000,84.739998,84.739998,2.53
1966-07-01,84.739998,88.190002,83.050003,83.599998,83.599998,2.85
1966-08-01,83.500000,84.699997,73.910004,77.099998,77.099998,3.48
1966-09-01,77.099998,80.809998,75.029999,76.559998,76.559998,3.48
1966-10-01,76.559998,80.910004,72.279999,80.199997,80.199997,3.79
